Голго 13;2008;198;1;8;42;DVDRip;9.13 ГБ;Ога Сюндзи;Приключения, детектив, драма
Синий Экзорцист;2012;196;1;1;2;BDRip (720p);1.16 ГБ;Ацуси Такахаси;Приключения
Фусэ. Приключения охотницы;2012;45;1;1;2;BDRip (720p);1.34 ГБ;Масаюки Миядзи;Приключения, фэнтези
Ван-Пис Эпизод Нами: Слезы Штурмана и узы дружбы;2012;104;1;1;2;BDRip (720p);2.4 ГБ;Коносукэ Уда;Приключения, комедия, фэнтези, сёнэн
Клеймор;2007;292;26;7;26;BDRip (720p);12.38 ГБ;Хироюки Танака;Приключения, фэнтези, драма
Ван Пис;2013;346;5;4;5;HDTVRip (720p);2.42 ГБ;Коносукэ Уда;Приключения, комедия, фэнтези, сёнэн
Порко Россо (Алый Свин);1992;53;1;1;1;Blu-Ray Remux (1080p);26.81 ГБ;Хаяо Миядзаки;Приключения, история, комедия
Порко Россо (Алый Свин);1992;46;1;0;9;BDRip (1080p);11.42 ГБ;Хаяо Миядзаки;Приключения, история, комедия
Порко Россо (Алый Свин);1992;89;1;0;1;BDRip (720p);7.75 ГБ;Хаяо Миядзаки;Приключения, история, комедия
Няруко-сан крадущийся хаос! W (Крадись! Нярлко-сан);2013;103;12;2;12;HDTVRip (720p);4.93 ГБ;Нагасава Цуёси;Комедия, пародия
Яркая Чихая;2013;155;25;12;25;HDTVRip (720p);7.87 ГБ;Морио Асака;Романтика, спорт
Фотографируя девушек;2013;268;13;2;13;HDTVRip (720p);4.27 ГБ;Акитоси Екояма;Комедия, этти, романтика, школа
Котоура-сан;2013;100;12;4;12;HDTVRip (720p);4.27 ГБ;Масахико Ота;Комедия, романтика, драма, школа
Учитель-мафиози Реборн;2006;1358;203;38;406;TVRip;42.37 ГБ;Кэнъити Имайдзуми;Приключения, комедия, мистика, сёнэн
Дневник поездки в Йокогаму за покупками;1998;44;1;4;4;DVDRip;1.48 ГБ;Анно Такаси;Фантастика, приключения, драма
Торико;2013;168;47;11;47;HDTVRip (720p);17.05 ГБ;Дзако Акифуми;Приключения, комедия, сёнен
Искусство Меча Онлайн (Мастера меча онлайн);2012;17;1;2;50;BDRip (1080p);35.95 ГБ;Томохико Ито;Приключения, фэнтези, романтика, драма
Вот почему без Эроса жизнь мне не мила!;2012;115;1;1;38;BDRip (720p);9.24 ГБ;Такэо Такахаси;Комедия, фэнтези, этти, школа
Детектив Конан;1996;33;9;1;9;DVDRip;4.09 ГБ;Кэндзи Кодама;Детектив, комедия, драма
Сказка о Хвосте Феи: Жрица Жар-Птицы;2012;127;1;6;1;BDRip (1080p);10.67 ГБ;Масая Фудзимори;Приключения, фэнтези, сёнэн
Чемпион!;2012;171;1;2;39;BDRip (720p);9.88 ГБ;Кэйдзе Кусакава;Приключения, мистика, романтика
Летопись войн в школе Мурё;2000;27;26;0;53;DVDRip;5.94 ГБ;Тацуо Сато;Приключения, фантастика
Полное затмение;2012;97;24;2;96;BDRip (720p);16.86 ГБ;Такаюки Инагаки;Приключения, фантастика, меха
Инициал D Пятая Стадия;2012;30;7;1;14;DVDRip;3.61 ГБ;Мицуо Хасимото;Спорт
Инициал D Пятая Стадия;2012;150;7;29;14;DVDRip;2.98 ГБ;Мицуо Хасимото;Спорт
Арата: Легенда;2013;71;12;1;36;HDTVRip;3.77 ГБ;Кэндзи Ясуда;Приключения, фэнтези
Наруто Ураганные хроники;2013;219;1;1;1;HDTVRip (720p);325.54 ГБ;Датэ Хаято;Приключения, сёнэн
Дар: Вечная Радуга;2006;65;13;1;13;DVDRip;2.33 ГБ;Сигэру Кимия;Комедия, романтика, школа
Серебряновласый Агито (Исток);2006;112;1;0;1;BDRip (1080p);7.35 ГБ;Кэйити Сугияма;Приключения, фантастика, романтика
Школа под прицелом;2012;42;1;0;1;BDRip (720p);1.81 ГБ;Накамура Рёсукэ;Приключения, фантастика
Усио и Тора;1992;28;10;0;13;DVDRip;2.73 ГБ;Кунихико Юяма;Приключения, комедия, мистика
Служащий x Служба;2013;9;1;0;1;HDTVRip (720p);244 МБ;Ямамото Ясутака;Комедия
Таттун Мастер;1996;59;2;0;4;DVDRip;720 МБ;Сюити Хирокава;Приключения, комедия, мистика, школа
Карнавал;2013;132;13;8;13;HDTVRip (720p);5 ГБ;Эйдзи Суганума;Приключения, фэнтези
Гаргантия на зелёной планете;2013;131;13;2;13;WEBRip (720p);4.51 ГБ;Кадзуя Мурата;Приключения, фантастика, меха
Отряд Галактика Куча-Мала;2013;40;1;0;1;HDTVRip (720p);338 МБ;Кэндзи Накамура;Приключения
Няруко-сан крадущийся хаос! W;2013;78;1;3;24;HDTVRip (720p);4.52 ГБ;Нагасава Цуёси;Комедия, пародия
Кайба;2008;30;12;1;12;HDTVRip (720p);3.5 ГБ;Масааки Юаса;Приключения, драма, романтика, фантастика
Моя Сестренка Не Может Быть Такой Милашкой;2013;157;13;2;13;HDTVRip (720p);4.53 ГБ;Хироюки Камбэ;Комедия
Пляжные приключения Муроми;2013;137;13;6;13;HDTVRip (720p);2.2 ГБ;Тацуя Есихара;Комедия
Истинно геройский файт;2013;8;6;0;6;HDTVRip (720p);402 МБ;Ямамото Ютака;Пародия, фэнтези
Большой Куш;1999;236;101;13;101;IPTVRip;26.76 ГБ;Коносукэ Уда;Приключения, комедия, фэнтези, сёнэн
Академия Поднебесной;2013;151;1;1;1;BDRip (1080p);8.06 ГБ;Ресукэ Накамура;Приключения, фантастика
Мне нравится то, что мне нравится, вот так!;2005;33;13;0;13;TVRip;3.43 ГБ;Миядзаки Нагиса;Комедия, романтика, драма, сёнэн-ай
Кровь-С: Последняя Тема;2012;208;1;0;1;BDRip (720p);2.24 ГБ;Наоёси Сиотани;Приключения, мистика, драма
Бездомная девочка Реми;1996;36;1;1;26;DVDRip;6.04 ГБ;Кодзо Кудзуха;Аниме
Берсерк: Золотой век. Фильм III: Сошествие;2013;1076;1;26;1;BDRip (720p);2.34 ГБ;Тосиюки Кубоока;Приключения, фэнтези, драма
Арата: Легенда;2013;132;12;7;12;HDTVRip;2.58 ГБ;Кэндзи Ясуда;Приключения, фэнтези
Клуб девушек отаку;2012;107;1;2;10;HDTVRip (720p);2.95 ГБ;Окамото Хидэки;Ккомедия, пародия, этти
Баскетбол Куроко;2013;160;1;4;3;BDRip;324 МБ;Сюнсукэ Тада;Комедия, спорт, школа
Собачья жизнь;2012;30;13;0;39;BDRip (720p);10.74 ГБ;Кусакава Кэйдзё;Приключения, комедия, фэнтези
Хьёу-ка: Тебе не уйти (Хьёка);2012;52;12;1;22;HDTVRip;5.26 ГБ;Такэмото Ясухиро;Приключения, детектив, школа
Торико;2011;60;107;8;107;HDTVRip (720p);43.33 ГБ;Дзако Акифуми;Комедия, приключения
Королева Эмиральда;1998;46;1;0;4;DVDRip;1.63 ГБ;Мацумото Лэйдзи;Приключения, фантастика
Зона 88;2004;16;1;0;24;DVDRip;1.91 ГБ;Исаму Имакакэ;Приключения, драма, романтика
Принц-пошляк и кошка-несмеяна;2013;89;12;0;12;HDTVRip;2.43 ГБ;Ехэй Судзуки;Комедия
Хаккенден: Легенда о Восьми Псах Востока;2013;354;13;5;13;HDTVRip (720p);4.71 ГБ;Осаму Ямасаки;Приключения, мистика, сёдзё
Щель OVA;2013;85;1;6;1;HDTVRip;370 МБ;Нисидзима Кацухико;Комедия, этти
Все ради науки OVA;2013;45;1;0;1;HDTVRip;217 МБ;Канэко Хираку;Комедия, этти
Наруто Ураганные хроники;2013;330;1;14;39;HDTVRip (720p);13.37 ГБ;Датэ Хаято;Приключения, сёнэн
Режущий грань добра и зла;2013;334;13;2;13;HDTVRip (720p);4.29 ГБ;Юдзи Ямагути;Приключения, романтика, мистика
Кейон Фильм!;2011;51;1;13;1;BDRip (720p);1.5 ГБ;Наоко Ямада;Комедия, приключения, музыка
Буйство цветов: Самурай невеста;2013;185;12;5;12;HDTVRip (720p);4.8 ГБ;Кобун Сидзуно;Приключения
Вот почему без Эроса жизнь мне не мила!;2012;82;1;1;12;HDTVRip;2.35 ГБ;Такахаси Такэо;Комедия, мистика, фантастика, этти, приключения
Самураи невесты;2013;74;12;1;12;HDTVRip;2.76 ГБ;Сидзуно Кобун;Приключения, этти
Хвост Феи: Жрица Феникса;2012;524;1;1;2;BDRip (1080p);7.29 ГБ;Масая Фудзимори;Приключения
Симфогир: Песнь Боевых Принцесс;2013;17;1;0;1;HDTVRip (720p);478 МБ;Тацуфуми Тамакава;Махо-сёдзё, драма, музыкальный
Гаргантия на зелёной планете;2013;1335;13;35;13;HDTVRip (720p);7.03 ГБ;Кадзуя Мурата;Приключения, фантастика, меха
Фантастические дети;2004;74;26;1;26;DVDRip;8.66 ГБ;Такаси Накамура;Фантастика, фэнтези, приключения
Рандеву с жизнью;2013;302;12;2;24;HDTVRip (720p);4.34 ГБ;Кэйтаро Мотонага;Приключения, фантастика
Принц-пошляк и кошка-несмеяна;2013;474;12;11;12;HDTVRip (720p);3.9 ГБ;Ехэй Судзуки;Комедия
Кластер Эдж;2005;46;25;0;50;DVDRip;4.93 ГБ;Масаси Икэда;Приключения, драма, фантастика
Повелитель Тьмы на подработке!;2013;976;13;19;13;HDTVRip (720p);3.45 ГБ;Наото Хосода;Комедия, повседневность, романтика
Записки о робототехнике (Заметки по Робототехнике);2012;28;22;0;22;HDTVRip (720p);6.49 ГБ;Кадзуя Номура;Приключение, фантастика, романтика
Знак огня OVA;1996;36;2;1;2;DVDRip;797 МБ;Син Мисава;Приключения, фэнтези
Венус против Вируса;2007;58;1;0;12;DVDRip;2.84 ГБ;Синъитиро Кимура;Приключения, мистика, драма, сёдзё
Вальврэйв Освободитель;2013;579;12;20;12;HDTVRip (720p);5.66 ГБ;Ко Мацуо;Приключения, фантастика, меха
Арата: Легенда;2013;486;12;7;12;HDTVRip (720p);4.3 ГБ;Кэндзи Ясуда;Приключения, фэнтези
Призрак в доспехах: Появись;2013;144;1;7;1;BDRip (720p);892 МБ;Кадзутика Кисэ;Приключения
Мастера меча онлайн (Искусство Меча Онлайн);2012;213;1;4;25;BDRip (720p);22.95 ГБ;Томохико Ито;Приключения, фэнтези, романтика, драма
Доккойда;2003;99;12;0;25;DVDRip;3.56 ГБ;Хитоюки Мацуи;Приключения, комедия, фантастика, пародия
Карнавал;2013;77;13;1;39;HDTVRip;4.26 ГБ;Эйдзи Суганума;Приключения, фэнтези
Нарутару;2003;20;13;0;13;DVDRip;2.95 ГБ;Иино Тосиаки;Мистика, драма, ужасы
Пляжные приключения Муроми;2013;41;13;3;26;HDTVRip (1080p);3.55 ГБ;Тацуя Есихара;Комедия
Карнавал;2013;312;13;6;13;HDTVRip (720p);5.42 ГБ;Эйдзи Суганума;Приключения, фэнтези
Лунная миля;2007;63;1;1;12;HDTVRip (1080p);5.4 ГБ;Ику Судзуки;Приключения, фантастика
Фотографируя девушек (Сними меня);2013;232;13;2;13;HDTVRip (720p);3.82 ГБ;Акитоси Екояма;Комедия, этти, романтика, школа
Наследник Дьявола;2013;521;13;11;13;HDTVRip (720p);4.33 ГБ;Сэйдзи Киси;Приключения, мистика
Школа под прицелом;2012;148;1;1;1;BDRip (720p);1.43 ГБ;Накамура Рёсукэ;Приключения, фантастика
Розовая пора моей школьной жизни сплошной обман;2013;323;1;15;13;HDTVRip (720p);3.19 ГБ;Ай Есимура;Комедия, школа
Истинно геройский файт;2013;92;1;0;15;HDTVRip (720p);955 МБ;Ямамото Ютака;Пародия, фэнтези
Школа под прицелом;2012;69;1;5;3;BDRip (1080p);2.58 ГБ;Накамура Рёсукэ;Приключения, фантастика
Абсолютная защита Левиафана;2013;145;10;21;10;HDTVRip (720p);2.76 ГБ;Кэнъити Ятагай;Комедия, фэнтези
Карнавал;2013;79;1;21;13;HDTVRip (720p);5.4 ГБ;Эйдзи Суганума;Приключения, фэнтези
Жизнь - любовное кино, но какое-то не то!;2013;527;13;6;13;HDTVRip (720p);3.94 ГБ;Ай Есимура;Комедия, школа
Цветы Зла;2013;116;13;18;13;HDTVRip (720p);3.08 ГБ;Хироси Нагахама;Драма, школа
Искусство Меча Онлайн (Мастера меча онлайн);2012;117;1;17;25;BDRip (720p);16.5 ГБ;Томохико Ито;Приключения, фэнтези, романтика, драма
Вторжение Гигантов (Атака Титанов);2013;180;1;3;1;HDTVRip (720p);344 МБ;Тэцуро Араки;Приключения, фантастика
Призрак в доспехах: Появись;2013;115;1;13;2;BDRip (720p);1.6 ГБ;Кадзутика Кисэ;Приключения
Вы арестованы;1996;109;51;2;51;DVDRip;13.16 ГБ;Дзюндзи Нисимура;Приключения, комедия
Неслыханная игра;2008;71;10;38;10;HDTVRip;2.29 ГБ;Нобухиро Такамото;Приключения, комедия, мистика
Я не от мира сего, но тоже хочу любить (Чудачество любви не помеха!);2012;120;12;2;12;BDRip (720p);8.16 ГБ;Тацуя Исихара;Комедия, романтика, драма, школа
Берсерк: Золотой век. Фильм III: Сошествие;2013;400;1;12;1;BDRip (720p);1.54 ГБ;Тосиюки Кубоока;Приключения, фэнтези, драма
Вот почему без Эроса жизнь мне не мила!;2013;113;1;0;1;BDRip (720p);245 МБ;Такэо Такахаси;Комедия, этти, романтика, мистика
Мой комплекс братика морали не остановить! (Пусть он и мой брат, но это не имеет значения, если мы любим друг друга!);2012;162;12;7;24;BDRip;3.84 ГБ;Кэйитиро Кавагути;Комедия, этти
Рандеву с жизнью;2013;387;12;13;12;HDTVRip (720p);4.07 ГБ;Кэйтаро Мотонага;Приключения, фантастика
Сад Слов;2013;371;1;15;1;BDRip (1080p);2.54 ГБ;Макото Синкай;Романтика, драма
Розовая пора моей школьной жизни сплошной обман;2013;40;1;0;12;HDTVRip (720p);2.95 ГБ;Ай Есимура;Комедия, школа
Ар-Тонэлико;2006;60;1;0;1;DVDRip;266 МБ;Кэн Андо;Приключения, фэнтези
Члены Школьного совета OVA;2011;54;5;3;5;HDDVDRip (720p);2.52 ГБ;Хиромицу Канадзава;Комедия, школа, пародия
Сад Слов;2013;357;1;2;1;HDRip;748 МБ;Макото Синкай;Романтика, драма
Отчет о буйстве духов;1992;14;1;0;18;BDRip;3.46 ГБ;Нориюки Абэ;Приключения, комедия, фэнтези, сёнэн
Мой комплекс братика морали не остановить! (Пусть он и мой брат, но это не имеет значения, если мы любим друг друга!);2012;163;12;7;12;BDRip (720p);8.44 ГБ;Кэйитиро Кавагути;Комедия, этти
Вторжение Гигантов (Атака Титанов);2013;209;1;13;1;HDTVRip (720p);345 МБ;Тэцуро Араки;Приключения, фантастика
Девушка из красной книги;2013;374;12;8;24;HDTVRip (720p);3.92 ГБ;Тосия Синохара;Приключения, мистика
Мобильный Доспех Гандам: Притяжение к Фронту;2008;181;3;4;4;BDRip (AVC);1.97 ГБ;Такаси Иманиси;Приключения, фантастика, меха, драма
Мобильный воин ГАНДАМ: Апокалипсис 0079;2006;19;3;0;3;BDRip (1080p);4.59 ГБ;Такаси Иманиси;Приключения, фантастика, меха
Мобильный воин ГАНДАМ: Судьба поколения;2004;50;50;1;50;TVRip;14.9 ГБ;Мицуо Фукуда;Приключения, фантастика, меха, драма
Мобильный воин ГАНДАМ: Старгейзер;2006;39;1;2;1;DVDRip;601 МБ;Сусуму Нисидзава;Приключения, фантастика, меха
Мобильный воин ГАНДАМ: Эволюция;2001;28;11;0;11;DVDRip;2.12 ГБ;Юйти Абэ;Приключения, драма, фантастика, меха
Мобильный воин ГАНДАМ: Поколение;2002;32;49;1;58;BDRip (720p);22.03 ГБ;Мицуо Фукуда;Приключения, фантастика, меха, драма
Мобильный воин ГАНДАМ: Скрытая Однолетняя война;2004;54;3;5;3;BDRip (1080p);4.68 ГБ;Такаси Иманиси;Приключения, фантастика, меха
Мобильный воин ГАНДАМ: Восьмой взвод МС - Фильм;1998;40;1;0;1;BDRip (1080p);1.72 ГБ;Мицуко Касэ;Приключения, фантастика, меха, драма
Связь сердец (Соединенные сердца);2012;133;17;6;17;BDRip (720p);9.31 ГБ;Син Онума;Комедия, романтика, драма, школа
Мобильный воин ГАНДАМ 0083: Последний блиц Зеона;1992;44;1;0;2;BDRip (720p);1.98 ГБ;Такаси Иманиси;Приключения, фантастика, меха
Мобильный воин ГАНДАМ 0083: Память о Звездной пыли;1991;57;13;2;14;DVDRip;4.47 ГБ;Мицуко Касэ;Приключения, фантастика, меха, драма
Мобильный воин Зета ГАНДАМ;1985;32;50;1;50;BDRip (1080p);29.45 ГБ;Есиюки Томино;Приключения, фантастика, меха, драма
Ван-Пис;2011;462;1;9;100;HDTVRip (720p);39.59 ГБ;Коносукэ Уда;Приключения, комедия, фэнтези, сёнэн
Библиотечная война;2008;86;1;0;13;BDRip (720p);4.72 ГБ;Хамана Такаюки;Приключения, комедия, романтика
Наруто Ураганные хроники;2012;53;1;2;75;HDTVRip (1080p);41.24 ГБ;Датэ Хаято;Приключения, сёнэн
Дурни, Тесты, Аватары: Летний фестиваль;2011;22;2;0;12;BDRip (1080p);5.69 ГБ;Син Онума;Комедия, школа, этти
Буттоби!!;1997;66;1;0;3;DVDRip;1.1 ГБ;Масамицу Хидака;Комедия, фантастика, этти
Саюки: Истоки (Путешествие на запад);2011;31;1;18;6;DVDRip;803 МБ;Наоюки Кудзуя;Приключения
Стрелок с Черной скалы;2012;138;1;8;24;BDRip;2.87 ГБ;Синобу Есиока;Драма, мистика, школа
Клуб Эйкен;2003;78;1;1;2;DVDRip;1.26 ГБ;Киетака Охата;Комедия, романтика, этти
Наруто (фильм девятый);2012;566;1;4;1;BDRip;947 МБ;Масаси Кисимото;Приключения, сёнэн
Новая Милашка Хани;1994;37;1;0;8;DVDRip;2.71 ГБ;Нагаока Ясутика;Махо-сёдзё, приключения, комедия, этти
Ёрмунганд;2012;494;24;5;72;BDRip (720p);23.62 ГБ;Кэйтаро Мотонага;Приключения
Любовь и ещё больше неприятностей - Тьма;2012;80;1;1;12;BDRip (720p);7.72 ГБ;Ацуси Оцуки;Комедия, этти
Демоны старшей школы OVA;2013;293;1;1;1;BDRip (720p);341 МБ;Тэцуя Янагисава;Комедия, этти
Евангелион по-новому 3.33: Ты (Не) Исправишь;2012;787;1;29;1;BDRip (AVC);1.4 ГБ;Хидэаки Анно;Фантастика, меха, драма
Призрачный вор Роман;2013;104;12;2;12;HDTVRip (720p);4.14 ГБ;Хирофуми Огура;Приключения, комедия
Легенда об Ангеле;1996;40;2;20;1;DVDRip;597 МБ;Юкио Кайдзава;Комедия, драма, школа
Японская свежая выпечка;2004;76;69;2;138;DVDRip;22.32 ГБ;Ясунао Аоки;Комедия, драма, сёнэн
Некий научный рейлган;2009;739;24;2;50;BDRip;7.96 ГБ;Тацуюки Нагай;Приключения, комедия, фантастика
Индекс Волшебства;2008;462;48;3;96;BDRip;16.68 ГБ;Хироси Нисикиори;Приключения, комедия, мистика, фантастика
Эрго Прокси;2006;1036;23;8;46;BDRip;9.51 ГБ;Сюко Мурасэ;Приключения, фантастика, драма
Сад слов;2013;334;1;2;1;BDRip (720p);1.7 ГБ;Макото Синкай;Романтика, драма
Клинок Ведьм;2006;1830;24;9;48;BDRip;9.83 ГБ;Ёсимицу Охаси;Приключения, фантастика, драма
Войны супер-роботов: Инспектор;2010;418;26;4;26;HDTVRip (720р);9.43 ГБ;Масами Обари;Приключения, фантастика, меха
Войны супер-роботов: Божественные Войны;2006;466;26;9;91;DVDRip;6.84 ГБ;Хироюки Какудо;Приключения, фантастика, меха
Войны супер-роботов OVA;2005;218;3;6;3;DVDRip;1.42 ГБ;Дзюн Кавагоэ;Приключения, фантастика, меха
Иксион Сага: Пространственный переход;2013;474;25;5;25;HDTVRip (720p);8.86 ГБ;Синдзи Такамацу;Приключения, комедия, фэнтези
Сад Слов;2013;369;1;11;1;BDRip (720p);840 МБ;Макото Синкай;Романтика, драма
Любовь и ещё больше неприятностей - Тьма;2012;106;1;2;12;BDRip (720p);7.79 ГБ;Ацуси Оцуки;Комедия, этти
Любовь и ещё больше неприятностей - Тьма (Любовные неприятности: Тьма);2012;77;12;8;60;BDRip;4.55 ГБ;Ацуси Оцуки;Комедия, этти
Ты и я;2011;153;26;3;52;BDRip (1080p);17.28 ГБ;Мамору Камбэ;Комедия, повседневность, школа
Яркая Чихая;2013;60;8;6;8;HDTVRip (720p);2.58 ГБ;Асака Морио;Романтика, спорт
Вторжение Гигантов (Атака Титанов);2013;169;1;9;9;HDTVRip (720p);4.41 ГБ;Тэцуро Араки;Приключения, фантастика
Тамала 2010;2002;41;1;29;16;DVD;4.36 ГБ;Тол;Приключения, фантастика, психология, драма
Первосортные Рубаки на большом экране;2001;15;1;0;1;DVDRip (AVC);594 МБ;Сато Дзюнъити;Приключения, комедия, фэнтези
Афросамурай: Воскрешение;2009;79;1;0;1;BDRip (720p);3.84 ГБ;Фуминори Кидзаки;Самурайский боевик
Дочери Мнемозины;2008;248;1;1;6;BDRip (Blu-Ray Remux (1080p));5.24 ГБ;Сигэру Уэда;Мистика, ужасы, эротика, приключения
Сестрёнка-моделистка;2011;21;1;0;1;BDRip (1080p);1.25 ГБ;Цутому Мидзусима;Комедия
Сестрёнка-моделистка;2011;32;1;1;1;BDRip (720p);541 МБ;Цутому Мидзусима;Комедия
Клинок Ведьм;2006;231;24;1;48;BDRip (720p);10.24 ГБ;Ёсимицу Охаси;Приключения, фантастика, драма
Мерри, пожирательница снов;2011;75;13;1;13;HDRip;3.82 ГБ;Сигэясу Ямаути;Приключения, мистика, школа
Повелители стихий: Столкновение со злом;2008;365;1;6;1;BDRip (720p);4.37 ГБ;Данте Лам;Боевик, фэнтези, приключения
Священный Октябрь;2007;60;26;2;26;DVDRip (AVC);8.47 ГБ;Масафуми Сато;Комедия, детектив
Карнавальный Фантазм;2013;33;1;0;1;BDRip (1080p);914 МБ;Сэйдзи Киси;Комедия, пародия
Принц извращенец и Кошка Несмеяна;2013;39;6;0;12;HDTVRip (720p);2.05 ГБ;Судзуки Ёхэй;Комедия, романтика, школа
Замороженные сладости (Хьёка);2012;39;22;7;22;BDRip (720p);6.06 ГБ;Ясухиро Такэмото;Повседневность, детектив
Случай;2012;15;1;2;1;BDRip (1080p);1.27 ГБ;Сато Дзюнъити;Приключения
Новый Мир;2012;21;1;0;1;BDRip (1080p);1.52 ГБ;Юдзуру Татикава;Фантастика
Легенда об Арате;2013;18;6;0;6;HDTVRip (720p);2.12 ГБ;Кэндзи Ясуда;Приключения, фэнтези
Гинтама;2012;97;13;3;13;HDTVRip (720p);4.61 ГБ;Еити Фудзита;Приключения, комедия
Амнезия;2013;305;12;3;12;HDTVRip (720p);3.55 ГБ;Есимицу Охаси;Приключения, сёдзё
Герой при заклятом враге;2013;265;12;12;12;HDTVRip (720p);4.19 ГБ;Такэо Такахаси;Комедия, фэнтези, романтика
Новый Мир;2012;52;1;0;1;BDRip (720p);862 МБ;Юдзуру Татикава;Фантастика
Сумеречная Дева и Амнезия;2012;52;1;0;1;BDRip (720p);182 МБ;Син Онума;Мистика, романтика
Кой-Кен: Кружок в поисках настоящей любви. Теперь мы в аниме!;2012;35;1;0;1;HDRip;766 МБ;Дэко Акаогэ;Комедия, музыкальный, этти
Дыра;2013;1214;1;9;1;DVDRip;392 МБ;Кацухико Нисидзима;Эротика
Академия ведьмочек;2013;63;1;0;1;BDRip (720p);558 МБ;Е Есинари;Приключения, фэнтези, комедия
Дораэмон-1979;1979;58;70;6;70;DVDRip;3.1 ГБ;Цутому Сибаяма;Приключения, комедия, для детей
Похоже, мне не возбудиться;2013;256;1;8;1;BDRip;305 МБ;Такэо Такахаси;Комедия, этти, романтика, мистика
Люпен III: Восточные записки - неизвестная страница;2012;62;1;0;1;HDTVRip;811 МБ;Хадзимэ Камэгаки;Комедийный  детектив, приключения, фантастика
Письмо для Момо;2011;209;1;3;1;BDRip (1080p);9.7 ГБ;Хироюки Окиура;Драма, мистика
Любовь, выборы и шоколад;2012;68;13;10;13;BDRip (1080p);14.93 ГБ;Тору Китахата;Комедия, романтика, школа
Письмо для Момо;2011;32;1;2;9;Blu-Ray Remux (1080p);35.2 ГБ;Хироюки Окиура;Драма, мистика
Письмо для Момо;2011;625;1;3;3;BDRip;1.91 ГБ;Хироюки Окиура;Драма, мистика
Наруто (фильм девятый);2012;328;1;2;1;BDRip (720p);2.88 ГБ;Масаси Кисимото;Приключения, сёнэн
Письмо для Момо;2011;221;1;2;2;BDRip (720p);6.37 ГБ;Хироюки Окиура;Драма, мистика
Наруто Ураганные хроники;2013;149;9;4;9;HDTVRip (720p);3.04 ГБ;Хаято Датэ;Приключения, сёнэн
Евангелион по-новому 2.22: Ты (не) пройдешь;2009;185;1;0;1;BDRip (AVC);1.46 ГБ;Масаюки;Драма, фантастика, меха
Башня Друаги: Герои Урука (Меч Урука);2008;240;1;1;50;HDTVRip (720p);8.04 ГБ;Койти Тигира;Приключения, фэнтези, комедия, романтика
Проект «Земля SOS»;2006;416;12;3;12;DVDRip;4.03 ГБ;Тэнсай Окамура;Приключения, фантастика
Наруто (фильм девятый);2012;134;1;3;2;BDRip (720p);3.39 ГБ;Масаси Кисимото;Приключения, сёнэн
Наруто (фильм девятый);2012;269;1;3;1;BDRip (720p);2.98 ГБ;Масаси Кисимото;Приключения, сёнэн
Наруто (фильм девятый);2012;121;1;44;1;BDRip (1080p);1.03 ГБ;Масаси Кисимото;Приключение, фэнтези
Воин-волшебник Луи;2001;148;24;2;48;DVDRip (AVC);10.31 ГБ;Еситака Кояма;Приключения, комедия, фэнтези
Ковбой Бибоп;1998;188;26;5;52;BDRip (720p);19.34 ГБ;Синъитиро Ватанабэ;Приключения, комедия, драма, фантастика
Уж не зомби ли это? OVA-2;2012;39;1;0;1;BDRip (1080p);774 MБ;Такаоми Канасаки;Комедия, мистика, этти, пародия
Адская лавка: Истории с духами;1996;20;1;4;1;DVDRip;424 МБ;Сато Дзюнъити;Приключения, мистика
Дюгонь Дюдю;2012;28;1;0;3;HDTVRip (720p);433 MБ;Хироси Кавамата;Приключения
Хроника крыльев: Весенний гром;2009;29;2;16;4;BDRip (720p);1.52 ГБ;Тада Сюнсукэ;Приключения, драма, фэнтези, романтика
Хроника Крыльев OVA-1;2007;26;3;29;5;BDRip (720p);2.21 ГБ;Тада Сюнсукэ;Приключения, драма, фэнтези, романтика
Хьёу-ка: Тебе не уйти (Хьёка);2012;101;22;5;22;BDRip (1080p);16.57 ГБ;Такэмото Ясухиро;Комедия, приключения
Три Мушкетера. История д&#039Артаньяна OVA;1987;32;1;0;1;DVDRip;190 МБ;Кунихико Юяма;Приключения, комедия, романтика, история
Поющий принц: реально 2000% любовь;2013;39;1;1;5;HDTVRip (720p);1.76 ГБ;Ю Ко;Комедия, романтика, сёдзё
Заводные Детки-таблетки;2013;30;1;6;8;HDTVRip (720p);3.32 ГБ;Го Кога;Махо-сёдзё
Герой при заклятом враге;2013;468;12;7;12;HDTVRip (720p);4.19 ГБ;Такэо Такахаси;Фэнтези, романтика, комедия
Маги: Лабиринт Волшебства;2012;234;25;0;25;HDTVRip (720p);9.85 ГБ;Кодзи Масунари;Приключения, комедия, фэнтези, сёнэн
Три Мушкетера (Под Знаком Мушкетера);1987;88;1;2;52;DVDRip;8.86 ГБ;Кунихико Юяма;Приключения, комедия, романтика, история
Некий научный Рейлган S;2013;16;3;1;3;HDTVRip (720p);1.39 ГБ;Тацуюки Нагай;Приключения, комедия, фантастика
Психопаспорт;2012;399;22;9;22;HDTVRip (720p);7.51 ГБ;Наоеси Сиотани;Триллер, фантастика
Герои забытых времён;2012;322;1;6;3;HDTVRip (720p);936 МБ;Янагисава Тэцуя;Приключения
Детектив Конан;1996;76;28;30;28;HDTVRip (720p);7.4 ГБ;Кэндзи Кодама;Детектив, комедия, драма
Бронированные воины Вотомы;1983;63;52;0;104;DVDRip;15.03 ГБ;Ресукэ Такахаси;Приключения, фантастика, меха
